Ano;Mês;Dia;Cod;QTDE;PREC;;;
2015;1;2;12200;8.880;R$ 26,92;;;
2015;1;2;15200;52.000;R$ 71,65;;;
2015;1;2;15600;44.000;R$ 9,55;;;
2015;1;2;15100;143.000;R$ 7,55;;;
2015;1;2;15700;121.000;R$ 7,88;;;
2015;1;2;15800;14.000;R$ 5,16;;;
2015;1;2;15700;19.000;R$ 7,97;;;
2015;1;2;12700;7.651;R$ 4,56;;;
2015;1;2;12700;27.837;R$ 4,56;;;
2015;1;2;15300;11.000;R$ 7,33;;;
2015;1;3;15100;21.000;R$ 7,98;;;
2015;1;3;15700;130.000;R$ 7,97;;;
2015;1;3;15500;87.000;R$ 14,93;;;
2015;1;3;15500;113.000;R$ 14,93;;;
2015;1;3;15400;109.000;R$ 7,99;;;
2015;1;3;15400;44.000;R$ 7,99;;;
2015;1;3;15400;68.000;R$ 7,77;;;
2015;1;3;15400;95.000;R$ 7,91;;;
2015;1;3;15200;7.000;R$ 66,94;;;
2015;1;3;12400;11.002;R$ 16,86;;;
2015;1;3;15600;26.000;R$ 9,79;;;
2015;1;3;15200;103.000;R$ 66,94;;;
2015;1;3;12800;32.473;R$ 9,71;;;
2015;1;3;12600;25.676;R$ 37,76;;;
2015;1;3;15700;61.000;R$ 7,97;;;
2015;1;3;15200;127.000;R$ 66,94;;;
2015;1;3;12300;11.530;R$ 19,71;;;
2015;1;3;15100;76.000;R$ 7,55;;;
2015;1;3;15600;21.000;R$ 9,79;;;
2015;1;3;15300;150.000;R$ 7,33;;;
2015;1;3;15700;112.000;R$ 7,97;;;
2015;1;3;12700;8.963;R$ 4,56;;;
2015;1;3;12200;5.457;R$ 26,49;;;
2015;1;3;12600;15.499;R$ 37,76;;;
2015;1;3;12700;8.751;R$ 4,56;;;
2015;1;3;12200;15.398;R$ 26,92;;;
2015;1;3;15500;150.000;R$ 14,39;;;
2015;1;3;15600;111.000;R$ 9,79;;;
2015;1;3;12700;28.028;R$ 4,56;;;
2015;1;3;15700;94.000;R$ 8,43;;;
2015;1;3;12100;21.176;R$ 3,40;;;
2015;1;3;15300;119.000;R$ 7,33;;;
2015;1;3;12300;27.534;R$ 18,61;;;
2015;1;3;12300;8.608;R$ 19,71;;;
2015;1;3;15800;138.000;R$ 5,07;;;
2015;1;3;12200;4.769;R$ 26,92;;;
2015;1;3;15100;115.000;R$ 7,55;;;
2015;1;3;15500;11.000;R$ 14,93;;;
2015;1;3;12500;11.311;R$ 25,27;;;
2015;1;3;15200;53.000;R$ 66,94;;;
2015;1;3;15100;23.000;R$ 7,16;;;
2015;1;3;15300;126.000;R$ 7,04;;;
2015;1;3;15700;61.000;R$ 7,97;;;
2015;1;3;12700;32.816;R$ 4,80;;;
2015;1;3;15400;58.000;R$ 7,99;;;
2015;1;3;15700;73.000;R$ 7,97;;;
2015;1;5;12700;20.650;R$ 4,47;;;
2015;1;5;12600;22.402;R$ 38,04;;;
2015;1;5;15200;12.000;R$ 66,94;;;
2015;1;5;15700;118.000;R$ 7,97;;;
2015;1;5;15700;94.000;R$ 8,22;;;
2015;1;5;15300;58.000;R$ 7,33;;;
2015;1;5;15400;43.000;R$ 7,99;;;
2015;1;5;15500;84.000;R$ 14,93;;;
2015;1;5;15300;57.000;R$ 7,33;;;
2015;1;5;15400;53.000;R$ 7,99;;;
2015;1;5;15800;13.000;R$ 5,07;;;
2015;1;5;12600;20.826;R$ 37,76;;;
2015;1;5;15300;115.000;R$ 7,33;;;
2015;1;5;15800;89.000;R$ 5,07;;;
2015;1;5;12500;22.882;R$ 26,49;;;
2015;1;5;12400;8.122;R$ 16,31;;;
2015;1;5;12200;19.818;R$ 27,63;;;
2015;1;5;15700;28.000;R$ 7,81;;;
2015;1;5;12400;25.954;R$ 15,35;;;
2015;1;5;12600;24.667;R$ 37,69;;;
2015;1;5;15400;103.000;R$ 8,53;;;
2015;1;5;12800;14.105;R$ 9,71;;;
2015;1;5;12600;32.073;R$ 37,76;;;
2015;1;5;12800;14.311;R$ 9,71;;;
2015;1;5;12300;27.026;R$ 19,71;;;
2015;1;5;15200;88.000;R$ 66,94;;;
2015;1;5;12200;6.121;R$ 27,46;;;
2015;1;5;12400;7.290;R$ 16,31;;;
2015;1;5;12400;4.969;R$ 16,31;;;
2015;1;5;15800;35.000;R$ 5,30;;;
2015;1;5;12600;29.761;R$ 38,73;;;
2015;1;5;12100;15.448;R$ 3,19;;;
2015;1;5;15600;124.000;R$ 9,35;;;
2015;1;5;15500;33.000;R$ 15,45;;;
2015;1;6;15400;133.000;R$ 7,99;;;
2015;1;6;12200;19.859;R$ 28,10;;;
2015;1;6;15300;113.000;R$ 7,33;;;
2015;1;6;12500;4.491;R$ 25,40;;;
2015;1;6;12200;11.565;R$ 26,92;;;
2015;1;6;15600;45.000;R$ 10,00;;;
2015;1;6;15700;47.000;R$ 7,97;;;
2015;1;6;12600;24.007;R$ 40,37;;;
2015;1;6;12700;26.976;R$ 4,56;;;
2015;1;6;15200;132.000;R$ 66,94;;;
2015;1;6;12500;22.195;R$ 25,27;;;
2015;1;6;15700;101.000;R$ 7,97;;;
2015;1;6;15400;8.000;R$ 7,99;;;
2015;1;6;12300;15.694;R$ 19,71;;;
2015;1;6;15500;78.000;R$ 15,45;;;
2015;1;6;15800;86.000;R$ 5,07;;;
2015;1;6;15800;139.000;R$ 5,30;;;
2015;1;6;15400;131.000;R$ 7,99;;;
2015;1;6;12500;29.621;R$ 25,27;;;
2015;1;6;15800;109.000;R$ 5,07;;;
2015;1;6;12200;1.965;R$ 26,92;;;
2015;1;6;15600;99.000;R$ 9,79;;;
2015;1;6;12400;23.448;R$ 16,31;;;
2015;1;6;12400;11.774;R$ 16,31;;;
2015;1;6;12600;31.210;R$ 35,70;;;
2015;1;6;15700;56.000;R$ 7,97;;;
2015;1;6;12200;8.774;R$ 26,92;;;
2015;1;6;12700;15.461;R$ 4,86;;;
2015;1;6;12500;24.903;R$ 25,06;;;
2015;1;6;15800;7.000;R$ 5,07;;;
2015;1;6;12300;21.898;R$ 18,47;;;
2015;1;6;15200;145.000;R$ 66,94;;;
2015;1;6;15100;73.000;R$ 7,55;;;
2015;1;6;12300;1.318;R$ 19,71;;;
2015;1;6;15200;122.000;R$ 66,94;;;
2015;1;6;15500;27.000;R$ 14,93;;;
2015;1;6;15600;41.000;R$ 9,79;;;
2015;1;6;12600;28.780;R$ 37,76;;;
2015;1;6;12700;32.003;R$ 4,56;;;
2015;1;6;12600;0.169;R$ 36,44;;;
2015;1;6;15400;68.000;R$ 7,99;;;
2015;1;6;15800;110.000;R$ 5,07;;;
2015;1;6;15500;145.000;R$ 14,18;;;
2015;1;6;15600;44.000;R$ 9,79;;;
2015;1;7;15400;43.000;R$ 7,99;;;
2015;1;7;15700;15.000;R$ 7,97;;;
2015;1;7;15100;145.000;R$ 7,55;;;
2015;1;7;12400;6.151;R$ 16,59;;;
2015;1;7;15200;135.000;R$ 66,94;;;
2015;1;7;15400;42.000;R$ 7,88;;;
2015;1;7;15300;91.000;R$ 7,33;;;
2015;1;7;12600;11.379;R$ 37,76;;;
2015;1;7;15600;32.000;R$ 10,46;;;
2015;1;7;12300;14.067;R$ 19,71;;;
2015;1;7;12100;13.827;R$ 3,19;;;
2015;1;7;15100;109.000;R$ 7,55;;;
2015;1;7;12700;13.141;R$ 4,76;;;
2015;1;7;12200;18.456;R$ 26,21;;;
2015;1;7;15400;146.000;R$ 7,99;;;
2015;1;7;12100;1.679;R$ 3,09;;;
2015;1;7;12700;17.519;R$ 4,56;;;
2015;1;7;15700;11.000;R$ 7,97;;;
2015;1;7;15700;59.000;R$ 7,65;;;
2015;1;7;15700;102.000;R$ 7,97;;;
2015;1;7;15700;5.000;R$ 8,37;;;
2015;1;7;12700;6.001;R$ 4,56;;;
2015;1;7;12100;17.147;R$ 3,01;;;
2015;1;7;15400;3.000;R$ 8,00;;;
2015;1;7;15500;84.000;R$ 14,93;;;
2015;1;7;12800;9.345;R$ 10,17;;;
2015;1;7;15100;125.000;R$ 7,55;;;
2015;1;7;12400;23.187;R$ 16,31;;;
2015;1;7;12600;3.256;R$ 35,11;;;
2015;1;7;12700;18.310;R$ 4,56;;;
2015;1;7;15600;135.000;R$ 9,79;;;
2015;1;7;12100;10.971;R$ 3,32;;;
2015;1;7;15100;137.000;R$ 7,55;;;
2015;1;7;15600;54.000;R$ 9,79;;;
2015;1;7;15100;50.000;R$ 7,44;;;
2015;1;8;12100;9.629;R$ 3,19;;;
2015;1;8;12100;11.624;R$ 3,29;;;
2015;1;8;15500;80.000;R$ 14,93;;;
2015;1;8;12700;17.904;R$ 4,56;;;
2015;1;8;12300;30.179;R$ 19,71;;;
2015;1;8;15200;14.000;R$ 70,16;;;
2015;1;8;12800;13.572;R$ 9,94;;;
2015;1;8;15700;150.000;R$ 8,29;;;
2015;1;8;12600;5.866;R$ 37,76;;;
2015;1;8;15400;84.000;R$ 7,99;;;
2015;1;8;12500;12.715;R$ 25,27;;;
2015;1;8;15800;48.000;R$ 5,07;;;
2015;1;8;15300;144.000;R$ 7,77;;;
2015;1;8;15800;71.000;R$ 5,07;;;
2015;1;8;12300;12.314;R$ 19,71;;;
2015;1;8;15100;150.000;R$ 7,55;;;
2015;1;8;15700;122.000;R$ 7,97;;;
2015;1;8;15300;54.000;R$ 7,41;;;
2015;1;8;12600;3.730;R$ 37,76;;;
2015;1;8;12800;28.385;R$ 9,71;;;
2015;1;8;12700;23.369;R$ 4,56;;;
2015;1;8;12500;4.881;R$ 25,27;;;
2015;1;8;12800;10.712;R$ 9,71;;;
2015;1;8;15800;6.000;R$ 5,07;;;
2015;1;8;12400;12.056;R$ 16,31;;;
2015;1;8;12800;17.857;R$ 9,71;;;
2015;1;8;12700;27.927;R$ 4,43;;;
2015;1;8;15200;135.000;R$ 66,94;;;
2015;1;8;12300;30.012;R$ 19,48;;;
2015;1;8;15500;78.000;R$ 14,93;;;
2015;1;8;12400;3.558;R$ 16,31;;;
2015;1;8;15100;8.000;R$ 7,78;;;
2015;1;8;15600;147.000;R$ 9,79;;;
2015;1;8;15300;73.000;R$ 7,22;;;
2015;1;8;15800;26.000;R$ 4,79;;;
2015;1;8;12200;16.913;R$ 26,92;;;
2015;1;8;12400;26.612;R$ 17,24;;;
2015;1;8;15700;61.000;R$ 7,97;;;
2015;1;8;15100;94.000;R$ 7,13;;;
2015;1;8;12500;22.633;R$ 25,27;;;
2015;1;8;12200;25.670;R$ 26,92;;;
2015;1;8;15500;71.000;R$ 14,93;;;
2015;1;8;12100;21.525;R$ 3,19;;;
2015;1;8;15800;28.000;R$ 5,23;;;
2015;1;8;12300;27.681;R$ 19,71;;;
2015;1;8;12400;19.827;R$ 17,40;;;
2015;1;9;15300;62.000;R$ 7,33;;;
2015;1;9;12200;1.273;R$ 26,92;;;
2015;1;9;15600;81.000;R$ 10,45;;;
2015;1;9;15500;127.000;R$ 14,86;;;
2015;1;9;12500;13.632;R$ 25,27;;;
2015;1;9;12200;26.165;R$ 26,59;;;
2015;1;9;12100;15.084;R$ 3,07;;;
2015;1;9;15700;102.000;R$ 7,74;;;
2015;1;9;15200;27.000;R$ 66,94;;;
2015;1;9;15100;40.000;R$ 7,55;;;
2015;1;9;15400;91.000;R$ 7,48;;;
2015;1;9;15400;92.000;R$ 7,99;;;
2015;1;9;15300;58.000;R$ 7,33;;;
2015;1;9;15500;19.000;R$ 14,93;;;
2015;1;9;15700;119.000;R$ 7,97;;;
2015;1;9;12400;3.893;R$ 16,31;;;
2015;1;9;15500;28.000;R$ 15,50;;;
2015;1;9;15300;101.000;R$ 7,57;;;
2015;1;9;12100;28.678;R$ 3,33;;;
2015;1;9;12100;10.171;R$ 3,03;;;
2015;1;9;12500;9.683;R$ 25,27;;;
2015;1;9;12500;27.407;R$ 23,72;;;
2015;1;9;12100;26.732;R$ 3,19;;;
2015;1;9;15500;77.000;R$ 13,99;;;
2015;1;9;15400;136.000;R$ 7,51;;;
2015;1;9;12600;4.148;R$ 37,76;;;
2015;1;9;12100;24.962;R$ 3,19;;;
2015;1;9;12600;23.896;R$ 37,76;;;
2015;1;9;12500;32.642;R$ 24,72;;;
2015;1;9;12800;5.569;R$ 9,71;;;
2015;1;9;12800;1.937;R$ 9,59;;;
2015;1;9;12200;24.737;R$ 26,92;;;
2015;1;9;12700;9.986;R$ 4,56;;;
2015;1;9;12500;16.629;R$ 25,27;;;
2015;1;9;12800;9.686;R$ 10,18;;;
2015;1;9;12800;32.097;R$ 9,71;;;
2015;1;9;15400;144.000;R$ 7,99;;;
2015;1;9;12100;5.147;R$ 3,33;;;
2015;1;9;12500;10.924;R$ 25,27;;;
2015;1;9;15800;68.000;R$ 5,07;;;
2015;1;9;15100;147.000;R$ 7,55;;;
2015;1;9;15800;8.000;R$ 5,07;;;
2015;1;9;15300;150.000;R$ 7,33;;;
2015;1;10;15500;35.000;R$ 14,93;;;
2015;1;10;15200;100.000;R$ 66,94;;;
2015;1;10;15700;9.000;R$ 7,90;;;
2015;1;10;15300;98.000;R$ 7,13;;;
2015;1;10;12100;6.067;R$ 3,19;;;
2015;1;10;15600;84.000;R$ 9,79;;;
2015;1;10;15800;48.000;R$ 4,99;;;
2015;1;10;12800;26.955;R$ 9,71;;;
2015;1;10;15700;57.000;R$ 8,23;;;
2015;1;10;12500;4.503;R$ 25,27;;;
2015;1;10;15300;135.000;R$ 7,33;;;
2015;1;10;15400;90.000;R$ 7,99;;;
2015;1;10;15400;117.000;R$ 7,99;;;
2015;1;10;12500;18.044;R$ 25,27;;;
2015;1;10;12100;5.990;R$ 3,19;;;
2015;1;10;12300;27.471;R$ 18,87;;;
2015;1;10;12600;27.462;R$ 37,76;;;
2015;1;10;15800;115.000;R$ 5,07;;;
2015;1;10;15100;19.000;R$ 7,32;;;
2015;1;10;15400;38.000;R$ 7,58;;;
2015;1;10;15600;142.000;R$ 9,30;;;
2015;1;10;12500;3.323;R$ 24,46;;;
2015;1;10;12500;29.724;R$ 25,27;;;
2015;1;10;15500;50.000;R$ 14,91;;;
2015;1;10;15500;17.000;R$ 14,93;;;
2015;1;10;12100;28.057;R$ 3,19;;;
2015;1;10;15700;120.000;R$ 7,97;;;
2015;1;10;12200;26.399;R$ 26,92;;;
2015;1;10;12800;23.189;R$ 9,71;;;
2015;1;10;15200;3.000;R$ 66,94;;;
2015;1;10;15400;104.000;R$ 7,99;;;
2015;1;10;15800;69.000;R$ 4,99;;;
2015;1;10;12800;23.412;R$ 9,35;;;
2015;1;10;12600;3.921;R$ 37,76;;;
2015;1;10;12400;8.543;R$ 16,31;;;
2015;1;10;12700;25.083;R$ 4,27;;;
2015;1;10;12400;20.586;R$ 16,55;;;
2015;1;10;15400;15.000;R$ 7,99;;;
2015;1;10;12500;25.393;R$ 24,19;;;
2015;1;10;12400;27.036;R$ 16,31;;;
2015;1;12;15600;25.000;R$ 9,79;;;
2015;1;12;12600;5.420;R$ 37,76;;;
2015;1;12;15100;92.000;R$ 7,62;;;
2015;1;12;15500;28.000;R$ 14,93;;;
2015;1;12;12100;16.210;R$ 3,19;;;
2015;1;12;15700;123.000;R$ 7,97;;;
2015;1;12;15700;27.000;R$ 7,97;;;
2015;1;12;15200;86.000;R$ 66,94;;;
2015;1;12;12400;25.808;R$ 16,31;;;
2015;1;12;15200;45.000;R$ 66,94;;;
2015;1;12;15200;70.000;R$ 71,46;;;
2015;1;12;12600;15.851;R$ 37,76;;;
2015;1;12;15100;30.000;R$ 7,55;;;
2015;1;12;15500;111.000;R$ 14,93;;;
2015;1;12;15800;58.000;R$ 5,07;;;
2015;1;12;15400;67.000;R$ 7,99;;;
2015;1;12;15700;66.000;R$ 7,97;;;
2015;1;12;12100;27.268;R$ 3,19;;;
2015;1;12;12400;26.543;R$ 17,00;;;
2015;1;12;12500;32.008;R$ 25,27;;;
2015;1;12;15200;74.000;R$ 66,94;;;
2015;1;12;15700;93.000;R$ 7,97;;;
2015;1;12;15100;32.000;R$ 7,58;;;
2015;1;12;12600;14.836;R$ 37,76;;;
2015;1;12;15500;82.000;R$ 14,93;;;
2015;1;12;15400;70.000;R$ 8,33;;;
2015;1;12;12800;3.007;R$ 9,71;;;
2015;1;12;15500;71.000;R$ 15,68;;;
2015;1;12;15700;21.000;R$ 7,97;;;
2015;1;12;15400;23.000;R$ 7,99;;;
2015;1;12;15700;3.000;R$ 7,97;;;
2015;1;12;15700;126.000;R$ 8,44;;;
2015;1;12;12500;18.181;R$ 26,55;;;
2015;1;12;15100;79.000;R$ 7,16;;;
2015;1;12;12200;18.450;R$ 26,92;;;
2015;1;12;12100;6.531;R$ 3,19;;;
2015;1;12;15300;100.000;R$ 7,33;;;
2015;1;12;12600;7.590;R$ 37,76;;;
2015;1;12;15700;107.000;R$ 7,97;;;
2015;1;13;12800;12.870;R$ 9,09;;;
2015;1;13;12800;11.493;R$ 9,73;;;
2015;1;13;12200;29.110;R$ 26,92;;;
2015;1;13;15400;40.000;R$ 7,99;;;
2015;1;13;15100;33.000;R$ 7,55;;;
2015;1;13;15700;27.000;R$ 7,97;;;
2015;1;13;15300;129.000;R$ 7,33;;;
2015;1;13;15700;4.000;R$ 7,97;;;
2015;1;13;12300;8.452;R$ 18,66;;;
2015;1;13;15400;78.000;R$ 8,55;;;
2015;1;13;15300;131.000;R$ 7,33;;;
2015;1;13;12100;1.242;R$ 3,19;;;
2015;1;13;12400;30.571;R$ 15,46;;;
2015;1;13;12400;25.437;R$ 16,31;;;
2015;1;13;15100;9.000;R$ 7,55;;;
2015;1;13;15200;20.000;R$ 63,35;;;
2015;1;13;15100;104.000;R$ 7,25;;;
2015;1;13;12500;14.673;R$ 24,33;;;
2015;1;13;12800;2.781;R$ 9,71;;;
2015;1;13;15100;98.000;R$ 7,55;;;
2015;1;13;15600;97.000;R$ 10,15;;;
2015;1;13;15300;45.000;R$ 7,33;;;
2015;1;13;12800;10.112;R$ 9,71;;;
2015;1;13;15500;116.000;R$ 14,93;;;
2015;1;13;12800;10.709;R$ 9,71;;;
2015;1;13;12700;15.311;R$ 4,56;;;
2015;1;13;12800;8.322;R$ 10,11;;;
2015;1;13;12600;19.032;R$ 37,76;;;
2015;1;13;12600;29.974;R$ 40,72;;;
2015;1;13;15200;146.000;R$ 67,07;;;
2015;1;13;15800;7.000;R$ 5,04;;;
2015;1;13;15200;22.000;R$ 66,57;;;
2015;1;13;15700;101.000;R$ 7,97;;;
2015;1;13;15200;145.000;R$ 64,78;;;
2015;1;13;15700;126.000;R$ 7,97;;;
2015;1;13;12100;28.417;R$ 3,13;;;
2015;1;13;15300;43.000;R$ 7,33;;;
2015;1;13;12800;26.998;R$ 9,71;;;
2015;1;14;12800;12.056;R$ 9,71;;;
2015;1;14;15400;62.000;R$ 7,99;;;
2015;1;14;12100;20.780;R$ 3,19;;;
2015;1;14;12200;7.543;R$ 27,70;;;
2015;1;14;12800;4.137;R$ 10,37;;;
2015;1;14;15100;90.000;R$ 7,55;;;
2015;1;14;12300;28.722;R$ 19,99;;;
2015;1;14;12400;25.694;R$ 15,71;;;
2015;1;14;15500;139.000;R$ 14,93;;;
2015;1;14;12800;32.096;R$ 9,14;;;
2015;1;14;15500;128.000;R$ 15,99;;;
2015;1;14;12600;22.132;R$ 39,64;;;
2015;1;14;15500;75.000;R$ 14,93;;;
2015;1;14;15200;70.000;R$ 66,94;;;
2015;1;14;12700;18.906;R$ 4,56;;;
2015;1;14;15100;87.000;R$ 7,55;;;
2015;1;14;15700;91.000;R$ 8,17;;;
2015;1;14;15300;38.000;R$ 7,33;;;
2015;1;14;12600;14.199;R$ 35,95;;;
2015;1;14;15600;98.000;R$ 9,54;;;
2015;1;14;15500;15.000;R$ 14,93;;;
2015;1;14;15300;2.000;R$ 7,33;;;
2015;1;14;15500;44.000;R$ 15,56;;;
2015;1;14;15300;7.000;R$ 7,33;;;
2015;1;14;15100;110.000;R$ 7,55;;;
2015;1;14;15700;38.000;R$ 8,22;;;
2015;1;14;15300;37.000;R$ 7,33;;;
2015;1;14;12400;26.519;R$ 16,31;;;
2015;1;14;12600;31.841;R$ 37,76;;;
2015;1;14;15300;65.000;R$ 7,33;;;
2015;1;14;15200;88.000;R$ 63,85;;;
2015;1;14;12600;27.828;R$ 37,76;;;
2015;1;14;12800;27.021;R$ 9,89;;;
2015;1;14;12700;12.873;R$ 4,56;;;
2015;1;14;15300;6.000;R$ 7,33;;;
2015;1;14;12200;6.601;R$ 26,92;;;
2015;1;14;15200;130.000;R$ 66,94;;;
2015;1;14;15600;28.000;R$ 9,79;;;
2015;1;14;12500;17.859;R$ 25,27;;;
2015;1;14;12800;11.623;R$ 9,71;;;
2015;1;14;12200;27.549;R$ 25,57;;;
2015;1;14;12700;8.260;R$ 4,56;;;
2015;1;14;15200;126.000;R$ 66,94;;;
2015;1;15;12800;3.461;R$ 10,05;;;
2015;1;15;12600;10.801;R$ 37,76;;;
2015;1;15;15300;26.000;R$ 7,45;;;
2015;1;15;12200;16.036;R$ 26,92;;;
2015;1;15;15100;125.000;R$ 7,55;;;
2015;1;15;15600;52.000;R$ 9,79;;;
2015;1;15;12600;16.237;R$ 38,18;;;
2015;1;15;15800;84.000;R$ 5,38;;;
2015;1;15;15300;149.000;R$ 7,33;;;
2015;1;15;12200;26.325;R$ 26,92;;;
2015;1;15;12700;16.317;R$ 4,56;;;
2015;1;15;12600;4.187;R$ 37,76;;;
2015;1;15;15200;35.000;R$ 66,94;;;
2015;1;15;12800;17.083;R$ 9,71;;;
2015;1;15;12300;29.701;R$ 19,71;;;
2015;1;15;12100;15.799;R$ 3,31;;;
2015;1;15;15800;114.000;R$ 5,11;;;
2015;1;15;12400;12.934;R$ 16,31;;;
2015;1;15;12300;10.113;R$ 18,97;;;
2015;1;15;12400;22.060;R$ 16,31;;;
2015;1;15;15800;56.000;R$ 5,07;;;
2015;1;15;15100;37.000;R$ 7,30;;;
2015;1;15;15600;125.000;R$ 9,79;;;
2015;1;15;15100;128.000;R$ 7,55;;;
2015;1;15;12600;5.469;R$ 38,59;;;
2015;1;15;12700;8.919;R$ 4,56;;;
2015;1;15;15200;84.000;R$ 66,94;;;
2015;1;15;12800;27.869;R$ 9,67;;;
2015;1;15;15800;68.000;R$ 4,91;;;
2015;1;15;12300;18.093;R$ 20,86;;;
2015;1;15;12600;4.841;R$ 37,76;;;
2015;1;15;15600;21.000;R$ 10,44;;;
2015;1;15;12200;19.308;R$ 26,92;;;
2015;1;15;12700;10.922;R$ 4,56;;;
2015;1;15;15400;84.000;R$ 7,72;;;
2015;1;15;12600;11.196;R$ 37,76;;;
2015;1;15;15800;144.000;R$ 5,07;;;
2015;1;16;15300;61.000;R$ 7,33;;;
2015;1;16;12700;27.462;R$ 4,56;;;
2015;1;16;12500;2.911;R$ 25,27;;;
2015;1;16;15600;112.000;R$ 9,79;;;
2015;1;16;15100;112.000;R$ 7,55;;;
2015;1;16;15400;136.000;R$ 7,99;;;
2015;1;16;15700;18.000;R$ 7,97;;;
2015;1;16;15300;132.000;R$ 7,33;;;
2015;1;16;15800;20.000;R$ 5,07;;;
2015;1;16;12800;5.464;R$ 9,71;;;
2015;1;16;12100;5.979;R$ 3,28;;;
2015;1;16;15200;99.000;R$ 66,94;;;
2015;1;16;15400;26.000;R$ 7,99;;;
