TOTAIS DE VENDAS POR DIA
Dia		Total		Media/Dia
02/06/2015	 503.02		  13.60
03/06/2015	 475.75		  13.22
04/06/2015	 743.86		  18.14
05/06/2015	 604.87		  18.90
06/06/2015	 512.84		  17.68
08/06/2015	 714.86		  18.33
09/06/2015	 479.78		  16.54
10/06/2015	 656.46		  17.74
11/06/2015	 668.69		  18.07
12/06/2015	 567.37		  14.93
13/06/2015	 683.30		  17.52
15/06/2015	 818.14		  18.59
16/06/2015	 594.82		  12.39
17/06/2015	 645.43		  18.98
18/06/2015	 575.35		  15.98
19/06/2015	 488.33		  16.84
20/06/2015	 388.47		  13.40
22/06/2015	 619.74		  18.78
23/06/2015	 540.04		  13.85
24/06/2015	 537.52		  16.80
25/06/2015	 813.03		  18.07
26/06/2015	 835.06		  18.15
27/06/2015	 642.20		  17.84
29/06/2015	 803.65		  19.60
30/06/2015	 624.83		  14.88
01/07/2015	 614.87		  13.66
02/07/2015	 425.92		  12.91
03/07/2015	 634.19		  20.46
04/07/2015	 452.43		  13.71
06/07/2015	 450.31		  15.53
07/07/2015	 826.36		  20.66
08/07/2015	 666.73		  14.82
09/07/2015	 801.95		  20.05
10/07/2015	 690.01		  16.83
11/07/2015	 773.73		  21.49
13/07/2015	 471.29		  14.28
14/07/2015	 509.43		  14.98
15/07/2015	 532.69		  18.37
16/07/2015	 539.46		  14.99
17/07/2015	 687.01		  17.18
18/07/2015	 872.89		  18.19
20/07/2015	 706.48		  18.11
21/07/2015	 713.02		  18.76
22/07/2015	 874.67		  20.34
23/07/2015	 533.93		  16.69
24/07/2015	 548.86		  18.30
25/07/2015	 776.52		  17.26
27/07/2015	 485.08		  15.65
28/07/2015	 474.11		  12.81
29/07/2015	 947.32		  21.53
30/07/2015	 584.96		  13.60
31/07/2015	 716.79		  21.72
01/08/2015	 593.37		  19.78
03/08/2015	 994.70		  21.16
04/08/2015	 472.74		  16.30
05/08/2015	 933.88		  20.75
06/08/2015	 624.41		  15.61
07/08/2015	 452.46		  12.93
08/08/2015	 900.65		  19.58
10/08/2015	 575.89		  12.25
11/08/2015	1018.27		  22.63
12/08/2015	 874.86		  19.88
13/08/2015	 959.34		  21.80
14/08/2015	 440.61		  12.59
15/08/2015	 465.48		  14.11
17/08/2015	 813.30		  17.68
18/08/2015	 753.79		  21.54
19/08/2015	 838.72		  17.85
20/08/2015	 684.62		  17.12
21/08/2015	 685.08		  16.71
22/08/2015	 423.04		  14.10
24/08/2015	 558.60		  15.10
25/08/2015	 673.32		  17.26
26/08/2015	 595.34		  19.20
27/08/2015	 666.06		  14.17
28/08/2015	 776.94		  17.27
29/08/2015	 420.93		  14.03
31/08/2015	 780.05		  20.00
01/09/2015	 576.63		  17.47
02/09/2015	 409.20		  13.20
03/09/2015	 686.17		  16.34
04/09/2015	 528.09		  16.00
05/09/2015	 597.05		  18.09
07/09/2015	 521.39		  16.82
08/09/2015	 805.07		  19.64
09/09/2015	 451.81		  12.55
10/09/2015	 533.23		  17.20
11/09/2015	 694.09		  18.76
12/09/2015	 811.68		  18.88
14/09/2015	 587.81		  19.59
15/09/2015	 752.86		  17.51
16/09/2015	 631.30		  16.61
17/09/2015	 783.32		  22.38
18/09/2015	 627.56		  16.09
19/09/2015	 528.79		  15.55
21/09/2015	 622.21		  15.95
22/09/2015	 557.21		  16.39
23/09/2015	 661.98		  16.15
24/09/2015	 667.15		  15.52
25/09/2015	 555.52		  15.87
26/09/2015	 859.11		  19.09
28/09/2015	 455.30		  15.18
29/09/2015	 884.99		  20.58
30/09/2015	 366.34		  12.63
01/10/2015	 756.68		  19.40
02/10/2015	 826.00		  17.57
03/10/2015	 628.83		  14.62
05/10/2015	 497.98		  13.83
06/10/2015	 727.62		  17.32
07/10/2015	 703.94		  19.55
08/10/2015	 953.46		  23.26
09/10/2015	 606.61		  14.11
10/10/2015	 480.95		  13.74
12/10/2015	 604.51		  17.27
13/10/2015	 600.24		  15.80
14/10/2015	 690.89		  18.18
15/10/2015	 907.17		  19.30
16/10/2015	 517.14		  17.83
17/10/2015	 669.16		  13.94
19/10/2015	 618.77		  15.09
20/10/2015	 657.00		  19.32
21/10/2015	 596.41		  15.29
22/10/2015	 726.83		  18.17
23/10/2015	 805.69		  20.66
24/10/2015	 500.99		  16.70
26/10/2015	 395.56		  12.36
27/10/2015	 578.45		  14.11
28/10/2015	 570.38		  15.42
29/10/2015	 682.86		  17.07
30/10/2015	 785.34		  16.71
31/10/2015	 782.12		  19.55
02/11/2015	 523.04		  15.38
03/11/2015	 718.90		  16.72
04/11/2015	 433.34		  13.54
05/11/2015	 526.30		  15.04
06/11/2015	 550.88		  18.36
07/11/2015	 805.58		  18.73
09/11/2015	 372.76		  12.85
10/11/2015	 624.98		  18.94
11/11/2015	 760.37		  18.10
12/11/2015	 599.99		  14.29
13/11/2015	 516.06		  16.65
14/11/2015	 716.24		  17.05
16/11/2015	 835.24		  18.56
17/11/2015	 585.49		  16.26
18/11/2015	 552.62		  16.75
19/11/2015	 647.67		  20.89
20/11/2015	 589.88		  15.52
21/11/2015	 480.70		  16.02
23/11/2015	 348.22		  12.01
24/11/2015	 603.19		  16.30
25/11/2015	 657.68		  17.78
26/11/2015	 585.52		  17.22
27/11/2015	 618.86		  19.96
28/11/2015	 782.51		  18.20
30/11/2015	 593.34		  19.14
01/12/2015	 924.05		  22.00
02/12/2015	 822.33		  18.27
03/12/2015	 504.58		  14.42
04/12/2015	 929.79		  21.13
05/12/2015	 977.17		  22.21
07/12/2015	 843.93		  17.96
08/12/2015	 772.95		  23.42
09/12/2015	 487.61		  13.18
10/12/2015	 625.36		  15.25
11/12/2015	 463.79		  14.96
12/12/2015	 739.72		  18.97
14/12/2015	 813.84		  19.85
15/12/2015	 658.17		  20.57
16/12/2015	 708.32		  16.86
17/12/2015	 694.25		  17.36
18/12/2015	 461.36		  15.91
19/12/2015	 800.91		  17.80
21/12/2015	 763.00		  19.56
22/12/2015	 564.02		  14.46
23/12/2015	 605.42		  18.92
24/12/2015	 689.36		  16.41
25/12/2015	 658.75		  14.64
26/12/2015	 647.91		  18.00
28/12/2015	 805.35		  19.64
29/12/2015	 710.10		  15.44
30/12/2015	 635.76		  16.73
31/12/2015	 690.10		  15.34

TOTAIS DE VENDAS POR PRODUTO
Prod.       VlrTot	      Qtde   PçMédio    Lucrat.
12100       39550.25        12004        3.29    43.3%
12200       331220.80        11887        27.86    17.6%
12300       230244.97        11299        20.38    16.6%
12400       222383.10        13239        16.80    12.4%
12500       316102.04        12119        26.08    22.3%
12600       460028.65        11806        38.97    12.0%
12700       52880.16        11226        4.71    20.8%
12800       123263.72        12294        10.03    27.7%
15100       418253.83        55315        7.56    35.0%
15200       4012171.43        59902        66.98    8.2%
15300       426857.61        58155        7.34    31.8%
15400       462647.45        57863        8.00    24.0%
15500       855916.23        57252        14.95    16.6%
15600       585133.29        59741        9.79    18.7%
15700       490329.98        61322        8.00    24.2%
15800       269957.94        53114        5.08    28.7%

TOTAL E ESTATÍSTICAS DO PERÍODO
Total Geral de Vendas (R$)	206934.19
Quantidade de produtos vendidos	561525
Média de Vendas por dia útil (R$)	17.02
Média de Vendas por produto (R$)	36.85
Lucratividade Média	22.9%

PRODUTOS MAIS LUCRATIVOS
Lucratividade média = 22.9%

Prod.	Lucrat.
12100	43.3%
15100	35.0%
15300	31.8%
15800	28.7%
12800	27.7%
15700	24.2%
15400	24.0%

CONTRIBUIÇÃO DE CADA PRODUTO
Prod.	   VlrTot	Contrib.
15200	52992.39	25.6%
12600	27635.51	13.4%
12200	20242.88	9.8%
12500	18846.72	9.1%
12300	14682.14	7.1%
12400	12927.13	6.2%
15500	11082.02	5.4%
15600	7694.49	3.7%
12800	7423.19	3.6%
15700	6591.07	3.2%
15400	6100.76	2.9%
15300	5630.34	2.7%
15100	5626.29	2.7%
15800	3700.04	1.8%
12700	3315.04	1.6%
12100	2444.18	1.2%
