3;43;287;3.06;7.94
4;49;230;14.84;6.11
8;49;331;8.55;4.21
8;42;146;13.92;7.27
8;13;196;8.19;6.18
3;36;228;8.01;4.85
5;8;138;5.36;5.61
8;3;298;9.61;4.24
6;18;183;1.49;7.19
2;33;126;4.02;6.10
3;20;236;14.52;5.18
5;43;339;14.27;6.31
2;17;298;13.36;5.23
2;16;256;7.44;7.60
3;13;292;7.53;7.08
3;9;331;7.68;7.25
8;3;143;10.95;6.68
2;16;318;8.22;7.04
4;31;172;5.20;7.13
3;45;139;15.21;5.03
6;32;208;5.02;6.61
1;4;127;11.24;4.83
7;20;213;11.91;7.23
1;11;240;1.98;4.32
1;37;217;11.89;6.90
8;29;321;2.61;7.05
1;34;120;3.05;6.20
3;8;275;11.04;5.39
8;16;247;14.10;8.25
2;31;344;7.03;6.57
6;22;242;13.55;5.23
9;3;186;4.38;5.48
1;12;339;1.98;7.64
9;28;289;14.73;7.63
2;50;223;11.57;5.93
8;5;150;4.36;5.72
9;43;275;14.25;6.04
4;40;255;7.44;6.55
2;38;255;15.57;7.97
3;45;318;13.13;6.26
3;40;326;4.80;5.12
6;22;245;7.83;8.27
8;40;344;9.92;4.26
3;45;262;6.80;6.23
8;7;144;5.96;7.69
3;16;300;5.24;6.68
8;4;213;10.24;4.36
1;34;153;6.66;4.70
4;3;156;7.28;4.77
2;13;306;2.87;6.95
2;37;252;4.30;5.45
5;48;216;7.47;7.77
6;27;230;14.47;4.64
2;31;318;2.23;6.83
6;16;303;1.45;5.02
8;43;120;8.68;5.57
1;41;177;2.58;4.47
7;43;204;11.47;6.77
2;26;221;8.56;4.25
9;2;290;14.36;4.82
2;34;301;12.09;7.23
7;4;158;5.07;6.41
2;48;261;15.05;5.03
7;4;330;5.04;5.39
8;16;154;9.88;7.14
7;8;185;4.77;7.35
5;13;145;12.99;6.54
7;6;282;2.26;6.07
8;34;286;2.88;7.68
9;41;290;6.82;5.91
7;17;221;1.46;5.77
8;21;260;4.16;5.26
7;24;284;5.79;6.83
5;8;288;5.04;7.17
2;3;329;3.31;5.97
3;36;350;5.18;5.17
6;7;316;6.23;6.13
7;40;190;4.81;5.21
7;36;155;5.76;7.13
2;50;122;8.29;7.85
7;50;288;14.01;5.82
8;41;124;1.25;7.90
6;26;290;8.42;6.40
9;21;136;7.14;4.95
9;39;151;6.56;4.24
4;50;158;10.56;7.12
9;25;124;1.46;4.53
1;43;253;12.73;5.13
4;18;155;12.01;4.74
3;28;340;10.34;8.22
2;10;338;2.51;8.28
3;42;307;15.02;5.65
7;38;222;4.15;7.94
8;15;275;1.98;4.47
7;29;260;3.02;8.04
6;1;163;13.17;7.34
9;50;193;14.61;5.37
5;42;214;9.12;5.43
4;37;258;10.89;4.25
8;28;216;6.46;8.24
6;43;191;3.95;4.84
4;6;190;13.03;4.34
5;1;228;8.46;4.31
8;46;302;5.38;4.78
9;27;308;9.19;6.88
8;11;225;7.71;7.91
4;23;203;3.09;5.94
8;1;182;9.00;4.68
4;26;255;5.82;7.13
6;40;144;10.53;6.60
9;44;281;9.21;7.59
5;14;316;14.08;4.46
6;21;305;6.90;5.22
9;33;149;2.54;7.90
1;19;180;12.08;7.14
6;28;303;2.42;5.23
1;6;123;6.97;5.94
2;41;222;13.19;6.45
4;10;205;6.20;7.17
8;35;162;12.23;6.19
1;28;207;7.48;6.63
4;47;341;1.84;6.99
5;9;277;7.33;7.46
6;44;161;14.31;7.88
2;3;259;4.50;4.22
4;14;344;2.39;4.40
2;42;280;14.83;7.80
2;37;329;12.95;4.90
7;21;143;3.29;6.45
9;32;156;9.09;8.30
3;25;204;9.11;7.68
8;7;316;10.17;4.80
9;26;135;1.58;7.09
6;44;168;10.71;6.07
7;11;335;5.38;8.03
1;19;323;7.50;7.78
6;1;288;2.09;4.39
7;40;252;12.56;5.87
3;37;181;13.44;7.37
6;22;274;12.81;5.64
1;42;219;9.57;8.10
5;35;223;10.50;7.89
2;6;290;10.60;5.05
4;25;163;5.83;7.92
4;16;208;2.38;5.86
1;20;340;14.07;4.36
9;15;165;12.59;5.02
5;8;349;2.85;5.78
6;18;225;11.61;5.84
2;48;314;15.05;8.19
9;37;173;5.61;6.25
1;40;286;10.63;4.85
2;23;268;11.03;6.55
4;17;136;8.77;8.00
8;44;161;5.78;4.24
5;48;189;7.62;5.51
4;8;234;7.50;6.20
2;26;232;6.12;6.58
3;1;146;12.94;4.84
6;18;206;9.67;7.54
7;11;251;3.02;6.49
4;44;200;12.00;6.76
6;44;327;13.36;4.99
7;12;276;14.88;5.16
4;23;259;8.36;6.70
8;39;335;8.28;4.31
6;42;296;10.97;6.78
7;8;256;8.61;7.90
2;4;295;2.90;5.63
9;2;241;7.48;6.79
2;45;166;14.00;4.84
9;42;208;4.87;4.55
2;49;131;14.01;7.83
7;6;346;12.53;5.72
6;14;175;8.44;7.81
3;31;297;15.83;4.63
1;15;186;6.19;5.63
5;24;167;12.76;5.21
5;40;259;6.01;4.97
9;1;271;9.25;5.27
7;14;318;3.63;5.75
7;50;321;5.97;7.63
4;40;239;9.29;7.62
6;21;248;14.74;6.79
4;7;267;9.25;4.68
6;49;312;13.52;6.26
2;37;303;4.38;7.12
2;40;234;13.52;5.95
6;35;259;3.51;7.56
1;1;266;6.75;7.58
9;19;253;14.12;4.83
1;41;203;9.63;7.80
1;22;343;3.16;8.28
7;47;162;3.27;6.69
8;8;268;9.04;7.18
7;14;300;3.91;7.93
5;42;227;10.53;6.57
6;1;144;8.58;5.19
4;8;286;15.80;8.16
7;48;182;4.55;7.84
3;40;123;12.71;4.42
3;6;199;15.95;5.14
9;34;273;3.56;5.29
3;18;283;10.52;4.97
5;7;296;11.03;6.92
9;28;193;15.25;8.25
4;46;348;10.07;5.64
8;19;125;1.65;5.00
8;33;292;5.30;4.59
4;44;202;1.93;5.66
7;33;263;2.23;4.20
4;23;335;9.97;5.04
4;39;168;11.86;4.72
7;49;260;12.25;5.43
5;17;169;2.57;5.96
9;30;184;10.05;6.60
1;24;159;11.02;8.21
7;10;240;1.97;5.90
4;7;295;11.13;6.17
8;1;256;9.89;5.53
1;38;344;13.18;6.52
6;10;243;11.90;6.38
6;22;288;13.13;5.30
8;33;268;9.75;7.09
9;14;203;13.82;6.88
3;30;284;3.65;4.30
1;46;296;4.89;7.25
6;27;310;10.82;6.81
9;3;145;8.31;6.60
1;7;211;3.32;6.93
8;7;217;11.46;7.28
9;5;180;12.42;4.73
3;8;343;14.14;7.84
3;37;287;13.04;5.26
2;49;348;1.61;7.56
4;6;147;7.48;4.31
7;10;221;9.42;5.65
6;38;184;14.80;4.75
4;2;296;12.49;5.42
2;34;171;7.90;7.04
8;14;135;12.96;4.98
1;41;232;6.32;7.41
5;23;223;10.86;5.28
2;25;313;4.08;4.57
4;13;123;4.05;7.31
5;37;151;5.70;7.90
3;47;311;10.62;4.38
6;1;155;14.57;6.33
1;6;138;8.25;6.14
2;32;144;10.95;6.37
7;3;186;13.65;4.24
1;18;290;13.28;7.76
4;9;238;2.87;6.02
5;13;270;10.65;5.04
9;35;182;9.08;4.66
2;20;123;3.71;6.96
4;21;183;8.77;5.82
9;38;158;8.94;7.30
1;26;292;6.02;4.58
7;30;155;1.64;8.24
9;6;313;8.86;7.25
3;42;216;12.97;6.80
1;25;147;1.22;5.60
9;15;142;15.90;7.99
2;5;276;6.80;5.73
3;49;283;11.02;7.12
6;46;304;4.07;4.55
7;10;337;3.43;5.09
2;24;151;7.35;8.21
3;20;179;9.87;5.36
9;10;134;8.48;6.85
4;4;345;13.22;7.65
8;10;202;6.21;4.88
4;7;185;13.98;5.94
6;46;121;11.76;7.64
8;38;147;14.14;6.25
5;24;268;13.73;8.26
7;8;221;8.17;8.29
5;19;234;8.15;5.06
1;49;123;1.82;7.11
4;50;337;12.88;5.28
5;45;262;10.88;6.28
9;1;301;8.24;4.90
4;40;145;6.49;5.53
8;10;182;6.99;8.07
4;33;197;5.61;5.32
6;4;233;5.26;6.51
2;22;236;12.77;5.91
7;9;145;9.41;7.00
9;42;217;11.02;5.46
8;1;135;9.81;4.41
1;10;136;10.81;8.19
1;39;190;9.71;7.54
4;32;337;2.76;6.36
5;12;272;12.44;6.67
1;50;285;13.08;6.28
3;34;348;6.17;5.42
3;15;149;14.97;4.96
9;45;301;7.86;7.60
7;35;325;13.58;8.24
4;39;269;14.26;5.68
1;30;137;2.64;5.85
9;39;259;10.23;5.95
1;21;226;8.96;7.11
2;23;150;14.83;6.24
2;8;142;11.99;6.85
9;45;294;10.89;6.35
6;45;221;5.49;7.96
7;27;265;10.54;6.80
1;50;222;2.47;4.71
6;48;251;6.58;6.71
2;47;316;9.60;6.43
9;36;331;2.22;4.64
3;34;154;6.93;5.23
5;18;202;14.86;7.68
2;49;303;7.78;4.29
8;27;150;7.27;5.10
5;10;294;9.80;6.20
5;13;302;2.72;7.27
3;25;335;5.96;4.77
3;41;295;6.48;7.47
5;1;123;11.11;7.95
7;47;156;9.89;7.50
9;41;328;15.50;5.18
8;48;141;6.29;5.26
6;30;308;4.28;5.25
5;1;296;1.64;4.55
6;36;277;13.37;6.76
1;17;344;1.32;8.02
5;5;310;7.35;6.63
2;26;273;6.70;7.60
6;1;217;12.76;8.16
4;20;325;12.13;5.80
3;15;184;5.06;7.01
1;19;331;3.31;7.96
6;8;152;12.69;4.70
4;17;305;2.17;7.45
3;2;268;14.59;7.00
3;1;151;15.93;7.04
5;14;275;7.96;6.71
7;38;292;15.51;5.08
6;21;185;2.55;7.85
3;22;221;15.83;5.13
1;35;268;6.24;8.17
3;12;174;4.87;6.37
7;16;295;13.94;7.31
5;49;230;11.66;6.09
5;45;289;8.65;6.17
5;24;339;8.92;5.25
4;42;233;1.29;5.85
2;49;125;9.93;6.40
4;38;224;4.89;8.30
8;39;162;13.95;6.51
7;17;262;9.88;6.49
9;32;155;2.32;5.20
9;47;280;4.89;6.35
4;47;245;3.34;5.95
2;33;267;11.74;8.14
5;43;261;10.91;4.75
3;1;215;11.13;7.93
4;17;123;4.00;6.83
1;2;265;13.77;7.04
6;41;282;1.89;7.00
7;32;126;11.42;6.96
1;39;160;13.88;4.67
3;35;329;6.54;7.95
3;14;142;1.46;7.26
6;34;147;3.63;4.74
2;36;321;15.18;4.70
1;16;148;9.42;5.81
3;13;146;2.65;6.30
4;50;141;5.75;7.77
7;3;161;8.35;4.87
5;15;297;4.27;4.81
8;2;312;12.49;4.25
2;21;219;10.17;6.47
5;40;126;2.40;4.28
8;41;340;11.57;4.76
7;29;335;10.84;4.49
7;25;331;6.47;6.57
9;34;237;14.95;4.32
9;4;151;15.36;6.91
8;28;283;5.92;8.02
4;16;294;6.40;6.68
6;4;172;11.21;7.88
9;1;320;4.59;8.16
9;35;189;6.70;6.89
2;40;292;5.15;4.21
2;6;140;4.42;5.90
6;17;304;4.44;7.77
2;38;338;11.88;6.80
1;50;216;9.35;7.58
7;17;234;15.05;4.95
1;18;183;5.01;7.31
1;24;213;11.42;5.41
5;2;219;10.92;5.26
2;23;247;3.42;6.76
3;8;251;15.09;4.38
9;35;139;5.65;5.84
5;14;161;7.64;7.64
2;16;307;1.31;5.92
1;9;232;2.78;6.29
9;21;207;1.33;6.10
3;11;287;5.87;5.77
6;21;163;4.79;4.82
5;26;241;9.62;7.00
8;13;233;4.10;4.64
4;6;262;3.54;5.22
9;13;237;12.50;5.13
7;50;314;2.29;6.26
8;12;181;7.81;6.75
6;36;254;9.39;5.31
8;28;177;14.06;8.15
1;42;272;10.63;7.77
1;23;226;12.28;4.97
8;32;259;6.11;7.44
4;42;287;14.35;6.61
3;21;350;15.65;6.56
6;29;297;7.86;7.11
7;23;273;7.89;4.97
6;6;286;10.45;5.86
7;40;328;13.00;7.24
5;5;339;3.52;6.74
3;4;226;3.46;7.63
4;4;279;1.66;4.36
9;12;180;15.17;4.65
4;46;165;13.62;4.75
9;14;335;10.42;5.12
7;35;250;13.81;6.08
